"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Oct 20 07:19:19 MSK 2020","Tue Oct 20 07:19:19 MSK 2020","1","","LimitsForm integration tests","","LimitsForm integration tests","should render full progress bar after change limits(decreasing value)","should render full progress bar after change limits(decreasing value)",""
"passed","Tue Oct 20 06:48:46 MSK 2020","Tue Oct 20 06:50:38 MSK 2020","111731","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям",""
"passed","Tue Oct 20 06:56:49 MSK 2020","Tue Oct 20 06:58:21 MSK 2020","91790","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)",""
"skipped","Tue Oct 20 07:18:09 MSK 2020","Tue Oct 20 07:18:09 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - неверный код подтверждения","Ошибка при входе по логину/паролю - неверный код подтверждения",""
"passed","Tue Oct 20 07:13:46 MSK 2020","Tue Oct 20 07:14:34 MSK 2020","47721","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","Клиенту банка","Клиенту банка",""
"passed","Tue Oct 20 06:43:39 MSK 2020","Tue Oct 20 06:45:13 MSK 2020","93546","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Перевод В другой банк - Бюджетным организациям должен выполнится успешно","Перевод В другой банк - Бюджетным организациям должен выполнится успешно",""
"passed","Tue Oct 20 07:05:38 MSK 2020","Tue Oct 20 07:06:05 MSK 2020","27491","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе выбранной валюты","Пользователю отображается список вкладов на основе выбранной валюты",""
"passed","Tue Oct 20 07:08:32 MSK 2020","Tue Oct 20 07:08:53 MSK 2020","20884","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с выплатой процентов на вклад","Пользователю отображается список вкладов с выплатой процентов на вклад",""
"skipped","Tue Oct 20 07:31:35 MSK 2020","Tue Oct 20 07:31:35 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Хочу другие условия""","Отказ от предложения с выбором причины ""Хочу другие условия""",""
"passed","Tue Oct 20 07:24:25 MSK 2020","Tue Oct 20 07:24:50 MSK 2020","24613","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие накопительного счета в долларах с 0 долларов","Открытие накопительного счета в долларах с 0 долларов",""
"passed","Tue Oct 20 06:25:43 MSK 2020","Tue Oct 20 06:27:15 MSK 2020","91842","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Tue Oct 20 06:50:38 MSK 2020","Tue Oct 20 06:51:30 MSK 2020","52073","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода SWIFT (со счета)","Выгрузка квитанции со страницы успешного перевода SWIFT (со счета)",""
"failed","Tue Oct 20 06:31:26 MSK 2020","Tue Oct 20 06:33:54 MSK 2020","147527","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Людям","Выгрузка квитанции со страницы успешного перевода В другой банк - Людям",""
"passed","Tue Oct 20 06:13:26 MSK 2020","Tue Oct 20 06:15:26 MSK 2020","120387","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)",""
"skipped","Tue Oct 20 07:16:42 MSK 2020","Tue Oct 20 07:16:42 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Должна отобразится ошибка с номером 1106","Должна отобразится ошибка с номером 1106",""
"passed","Tue Oct 20 07:18:41 MSK 2020","Tue Oct 20 07:18:50 MSK 2020","9185","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - не верный формат телефона","Ошибка при входе по продукту - не верный формат телефона",""
"passed","Tue Oct 20 06:20:49 MSK 2020","Tue Oct 20 06:22:29 MSK 2020","99219","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру телефона (с карты)","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Tue Oct 20 07:34:03 MSK 2020","Tue Oct 20 07:34:22 MSK 2020","18704","","Платеж и общая задолженность - интеграционные тесты","","Платеж и общая задолженность - интеграционные тесты","Клиент с платежом и общей задолженностью","Клиент с платежом и общей задолженностью",""
"passed","Tue Oct 20 07:26:35 MSK 2020","Tue Oct 20 07:28:56 MSK 2020","141125","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие вклада в Максимальный в долларах","Открытие вклада в Максимальный в долларах",""
"passed","Tue Oct 20 06:45:13 MSK 2020","Tue Oct 20 06:46:51 MSK 2020","98135","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Бюджетным организациям","Выгрузка квитанции со страницы успешного перевода В другой банк - Бюджетным организациям",""
"passed","Tue Oct 20 07:13:02 MSK 2020","Tue Oct 20 07:13:46 MSK 2020","44038","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","По номеру карты","По номеру карты",""
"passed","Tue Oct 20 07:17:01 MSK 2020","Tue Oct 20 07:17:14 MSK 2020","12570","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через паспорт/телефон","Успешный вход по продукту через паспорт/телефон",""
"skipped","Tue Oct 20 07:18:50 MSK 2020","Tue Oct 20 07:18:50 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - блокировка при превышении попыток ввода неверного кода подтверждения","Ошибка при входе по продукту - блокировка при превышении попыток ввода неверного кода подтверждения",""
"passed","Tue Oct 20 07:31:08 MSK 2020","Tue Oct 20 07:31:29 MSK 2020","21197","","DocumentsCard integration tests","","DocumentsCard integration tests","Манипуляции с документом должны пройти успешно","Манипуляции с документом должны пройти успешно",""
"passed","Tue Oct 20 07:07:49 MSK 2020","Tue Oct 20 07:08:10 MSK 2020","21162","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с возможностью пополнения","Пользователю отображается список вкладов с возможностью пополнения",""
"passed","Tue Oct 20 06:17:07 MSK 2020","Tue Oct 20 06:18:49 MSK 2020","102562","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Tue Oct 20 06:18:49 MSK 2020","Tue Oct 20 06:20:49 MSK 2020","120000","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Tue Oct 20 07:09:37 MSK 2020","Tue Oct 20 07:10:00 MSK 2020","23302","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 2","Пользователю отображается список вкладов на основе набора параметров 2",""
"passed","Tue Oct 20 06:55:04 MSK 2020","Tue Oct 20 06:56:49 MSK 2020","105003","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)",""
"passed","Tue Oct 20 07:11:43 MSK 2020","Tue Oct 20 07:13:02 MSK 2020","78670","","Изменение настроек уведомлений - интеграционные тесты","","Изменение настроек уведомлений - интеграционные тесты","Выключение уведомлений должно работать корректно","Выключение уведомлений должно работать корректно",""
"failed","Tue Oct 20 07:00:46 MSK 2020","Tue Oct 20 07:03:13 MSK 2020","146778","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Выгрузка квитанции на email со страницы успешного оплаты ЖКУ (с карты)","Выгрузка квитанции на email со страницы успешного оплаты ЖКУ (с карты)",""
"passed","Tue Oct 20 07:32:05 MSK 2020","Tue Oct 20 07:32:24 MSK 2020","19147","","LanguageForm integration tests","","LanguageForm integration tests","Смена языка приложения должна пройти успешно","Смена языка приложения должна пройти успешно",""
"passed","Tue Oct 20 07:18:50 MSK 2020","Tue Oct 20 07:19:19 MSK 2020","29048","","LimitsForm integration tests","","LimitsForm integration tests","should render errors with highest limits and button should be disabled","should render errors with highest limits and button should be disabled",""
"passed","Tue Oct 20 06:06:13 MSK 2020","Tue Oct 20 06:06:35 MSK 2020","21700","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Должна отображаться ошибка при вводе номера карты","Должна отображаться ошибка при вводе номера карты",""
"passed","Tue Oct 20 07:17:14 MSK 2020","Tue Oct 20 07:17:25 MSK 2020","11791","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через карту/телефон","Успешный вход по продукту через карту/телефон",""
"passed","Tue Oct 20 07:30:07 MSK 2020","Tue Oct 20 07:30:52 MSK 2020","44344","","История операций - интеграционные тесты","","История операций - интеграционные тесты","Успешное открытие квитанции платежа","Успешное открытие квитанции платежа",""
"passed","Tue Oct 20 07:18:09 MSK 2020","Tue Oct 20 07:18:17 MSK 2020","7998","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - без продукта","Ошибка при входе по продукту - без продукта",""
"skipped","Tue Oct 20 07:19:19 MSK 2020","Tue Oct 20 07:19:19 MSK 2020","0","","LimitsForm integration tests","","LimitsForm integration tests","should render no errors and button should be enabled","should render no errors and button should be enabled",""
"passed","Tue Oct 20 07:31:30 MSK 2020","Tue Oct 20 07:31:35 MSK 2020","5038","","SignUpTemplate integration tests","","SignUpTemplate integration tests","should not render links to old dbo","should not render links to old dbo",""
"passed","Tue Oct 20 06:52:37 MSK 2020","Tue Oct 20 06:53:34 MSK 2020","57264","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Проверить в ленте операций отображение операции перевода SWIFT (со счета)","Проверить в ленте операций отображение операции перевода SWIFT (со счета)",""
"passed","Tue Oct 20 06:22:29 MSK 2020","Tue Oct 20 06:23:56 MSK 2020","87696","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Tue Oct 20 07:30:53 MSK 2020","Tue Oct 20 07:31:08 MSK 2020","15683","","DocumentsCard integration tests","","DocumentsCard integration tests","Должны отображаться паспортные данные","Должны отображаться паспортные данные",""
"passed","Tue Oct 20 07:07:06 MSK 2020","Tue Oct 20 07:07:27 MSK 2020","21159","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе суммы вклада","Пользователю отображается список вкладов на основе суммы вклада",""
"failed","Tue Oct 20 06:27:15 MSK 2020","Tue Oct 20 06:28:39 MSK 2020","83624","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Выгрузка квитанции в pdf со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией","Выгрузка квитанции в pdf со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией",""
"passed","Tue Oct 20 07:31:36 MSK 2020","Tue Oct 20 07:32:04 MSK 2020","28477","","Отображение кредитной карты - интеграционные тесты","","Отображение кредитной карты - интеграционные тесты","Кредитная карта должна отображаться корректно","Кредитная карта должна отображаться корректно",""
"skipped","Tue Oct 20 07:18:09 MSK 2020","Tue Oct 20 07:18:09 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - верный логин, но неверный пароль","Ошибка при входе по логину/паролю - верный логин, но неверный пароль",""
"skipped","Tue Oct 20 07:31:35 MSK 2020","Tue Oct 20 07:31:35 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Мешает просмотру""","Отказ от предложения с выбором причины ""Мешает просмотру""",""
"passed","Tue Oct 20 07:32:47 MSK 2020","Tue Oct 20 07:33:14 MSK 2020","26430","","Отображение POS кредита - интеграционные тесты","","Отображение POS кредита - интеграционные тесты","POS кредит должен отображаться корректно","POS кредит должен отображаться корректно",""
"passed","Tue Oct 20 06:11:25 MSK 2020","Tue Oct 20 06:11:46 MSK 2020","21021","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"skipped","Tue Oct 20 07:31:36 MSK 2020","Tue Oct 20 07:31:36 MSK 2020","0","","ChangePhoneForm integration test","","ChangePhoneForm integration test","Смена номера телефона через email и повторная смена через телефон","Смена номера телефона через email и повторная смена через телефон",""
"passed","Tue Oct 20 07:17:25 MSK 2020","Tue Oct 20 07:17:38 MSK 2020","12650","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через счет/телефон","Успешный вход по продукту через счет/телефон",""
"failed","Tue Oct 20 07:21:58 MSK 2020","Tue Oct 20 07:22:29 MSK 2020","30577","","NotificationsForm integration tests","","NotificationsForm integration tests","Изменение типа нотификации должно проходить успешно","Изменение типа нотификации должно проходить успешно",""
"passed","Tue Oct 20 07:28:56 MSK 2020","Tue Oct 20 07:29:36 MSK 2020","39501","","Открытие вклада Рустащий процент - интеграционные тесты","","Открытие вклада Рустащий процент - интеграционные тесты","Открытие вклада растущий процент в рублях","Открытие вклада растущий процент в рублях",""
"passed","Tue Oct 20 07:06:05 MSK 2020","Tue Oct 20 07:07:06 MSK 2020","61216","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе выбранного срока","Пользователю отображается список вкладов на основе выбранного срока",""
"passed","Tue Oct 20 06:38:47 MSK 2020","Tue Oct 20 06:40:17 MSK 2020","89023","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Организациям","Выгрузка квитанции со страницы успешного перевода В другой банк - Организациям",""
"skipped","Tue Oct 20 07:31:35 MSK 2020","Tue Oct 20 07:31:35 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отклик на предложение ""Мне интересно""","Отклик на предложение ""Мне интересно""",""
"passed","Tue Oct 20 06:06:35 MSK 2020","Tue Oct 20 06:06:57 MSK 2020","22746","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"skipped","Tue Oct 20 07:24:50 MSK 2020","Tue Oct 20 07:24:50 MSK 2020","0","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие накопительного счета в евро с 0 евро","Открытие накопительного счета в евро с 0 евро",""
"passed","Tue Oct 20 06:10:54 MSK 2020","Tue Oct 20 06:11:25 MSK 2020","30833","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Должна отображаться корректная ошибка при изменении номера карты","Должна отображаться корректная ошибка при изменении номера карты",""
"passed","Tue Oct 20 07:15:26 MSK 2020","Tue Oct 20 07:16:41 MSK 2020","75206","","Проведение переводов через продукт","","Проведение переводов через продукт","При переходе по кнопке ""Назад"" в форме перевода не должен сбрасывать выбранный продукт","При переходе по кнопке ""Назад"" в форме перевода не должен сбрасывать выбранный продукт",""
"passed","Tue Oct 20 07:18:17 MSK 2020","Tue Oct 20 07:18:25 MSK 2020","7755","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - без телефона","Ошибка при входе по продукту - без телефона",""
"passed","Tue Oct 20 07:24:50 MSK 2020","Tue Oct 20 07:25:06 MSK 2020","16021","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Не должен отображаться выбор продукта при открытии накопительного счета в 0 рублей","Не должен отображаться выбор продукта при открытии накопительного счета в 0 рублей",""
"passed","Tue Oct 20 06:40:17 MSK 2020","Tue Oct 20 06:42:05 MSK 2020","108110","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям",""
"passed","Tue Oct 20 07:10:00 MSK 2020","Tue Oct 20 07:10:24 MSK 2020","23378","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 3","Пользователю отображается список вкладов на основе набора параметров 3",""
"passed","Tue Oct 20 07:07:27 MSK 2020","Tue Oct 20 07:07:49 MSK 2020","21147","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с возможностью частичного снятия","Пользователю отображается список вкладов с возможностью частичного снятия",""
"passed","Tue Oct 20 07:17:54 MSK 2020","Tue Oct 20 07:18:02 MSK 2020","7805","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - нет пароля и логина","Ошибка при входе по логину/паролю - нет пароля и логина",""
"passed","Tue Oct 20 07:08:10 MSK 2020","Tue Oct 20 07:08:32 MSK 2020","21926","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов установлены все условия","Пользователю отображается список вкладов установлены все условия",""
"passed","Tue Oct 20 07:22:29 MSK 2020","Tue Oct 20 07:23:30 MSK 2020","60409","","Security integration tests","","Security integration tests","Изменение пароля через профиль у клиента с неверефицированным номером телефона","Изменение пароля через профиль у клиента с неверефицированным номером телефона",""
"passed","Tue Oct 20 06:53:35 MSK 2020","Tue Oct 20 06:55:04 MSK 2020","89389","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Выгрузка квитанции со страницы успешной оплаты Мобильной связи Yota (со счета)","Выгрузка квитанции со страницы успешной оплаты Мобильной связи Yota (со счета)",""
